Mod:Item:MetaData, Localized Name
chisel:bloodmagic:5, 錾制符文石
chisel:bookshelf_oak:0, 橡木书架
chisel:bookshelf_oak:1, 橡木书架
chisel:bookshelf_oak:2, 橡木书架
chisel:bookshelf_oak:3, 橡木书架
chisel:bookshelf_oak:4, 橡木书架
chisel:bookshelf_oak:5, 橡木书架
chisel:bookshelf_oak:6, 橡木书架
chisel:bookshelf_oak:7, 橡木书架
chisel:bookshelf_oak:8, 橡木书架
chisel:bookshelf_oak:9, 橡木书架
chisel:bookshelf_spruce:0, 云杉木书架
chisel:bookshelf_spruce:1, 云杉木书架
chisel:bookshelf_spruce:2, 云杉木书架
chisel:bookshelf_spruce:3, 云杉木书架
chisel:bookshelf_spruce:4, 云杉木书架
chisel:bookshelf_spruce:5, 云杉木书架
chisel:bookshelf_spruce:6, 云杉木书架
chisel:bookshelf_spruce:7, 云杉木书架
chisel:bookshelf_spruce:8, 云杉木书架
chisel:bookshelf_spruce:9, 云杉木书架
chisel:bookshelf_birch:0, 白桦木书架
chisel:bookshelf_birch:1, 白桦木书架
chisel:bookshelf_birch:2, 白桦木书架
chisel:bookshelf_birch:3, 白桦木书架
chisel:bookshelf_birch:4, 白桦木书架
chisel:bookshelf_birch:5, 白桦木书架
chisel:bookshelf_birch:6, 白桦木书架
chisel:bookshelf_birch:7, 白桦木书架
chisel:bookshelf_birch:8, 白桦木书架
chisel:bookshelf_birch:9, 白桦木书架
chisel:bookshelf_jungle:0, 丛林木书架
chisel:bookshelf_jungle:1, 丛林木书架
chisel:bookshelf_jungle:2, 丛林木书架
chisel:bookshelf_jungle:3, 丛林木书架
chisel:bookshelf_jungle:4, 丛林木书架
chisel:bookshelf_jungle:5, 丛林木书架
chisel:bookshelf_jungle:6, 丛林木书架
chisel:bookshelf_jungle:7, 丛林木书架
chisel:bookshelf_jungle:8, 丛林木书架
chisel:bookshelf_jungle:9, 丛林木书架
chisel:bookshelf_acacia:0, 金合欢木书架
chisel:bookshelf_acacia:1, 金合欢木书架
chisel:bookshelf_acacia:2, 金合欢木书架
chisel:bookshelf_acacia:3, 金合欢木书架
chisel:bookshelf_acacia:4, 金合欢木书架
chisel:bookshelf_acacia:5, 金合欢木书架
chisel:bookshelf_acacia:6, 金合欢木书架
chisel:bookshelf_acacia:7, 金合欢木书架
chisel:bookshelf_acacia:8, 金合欢木书架
chisel:bookshelf_acacia:9, 金合欢木书架
chisel:bookshelf_darkoak:0, 深色橡木书架
chisel:bookshelf_darkoak:1, 深色橡木书架
chisel:bookshelf_darkoak:2, 深色橡木书架
chisel:bookshelf_darkoak:3, 深色橡木书架
chisel:bookshelf_darkoak:4, 深色橡木书架
chisel:bookshelf_darkoak:5, 深色橡木书架
chisel:bookshelf_darkoak:6, 深色橡木书架
chisel:bookshelf_darkoak:7, 深色橡木书架
chisel:bookshelf_darkoak:8, 深色橡木书架
chisel:bookshelf_darkoak:9, 深色橡木书架
chisel:bricks:0, 砖块
chisel:bricks:1, 砖块
chisel:bricks:2, 砖块
chisel:bricks:3, 砖块
chisel:bricks:4, 砖块
chisel:bricks:5, 砖块
chisel:bricks:6, 砖块
chisel:bricks:7, 砖块
chisel:bricks:8, 砖块
chisel:bricks:9, 砖块
chisel:bricks:10, 砖块
chisel:bricks:11, 砖块
chisel:bricks:12, 砖块
chisel:bricks:13, 砖块
chisel:bricks:14, 砖块
chisel:bricks:15, 砖块
chisel:bricks1:0, 砖块
chisel:bricks1:1, 砖块
chisel:bricks1:2, 砖块
chisel:bricks1:3, 砖块
chisel:bricks1:4, 砖块
chisel:bricks1:5, 砖块
chisel:bricks1:6, 砖块
chisel:bricks1:7, 砖块
chisel:bricks1:8, 砖块
chisel:bricks1:9, 砖块
chisel:bricks2:0, 砖块
chisel:bricks2:1, 砖块
chisel:bricks2:2, 砖块
chisel:bricks2:3, 砖块
chisel:bricks2:4, 砖块
chisel:bricks2:5, 砖块
chisel:blockbronze:0, 青铜块
chisel:blockbronze:1, 青铜块
chisel:blockbronze:2, 青铜块
chisel:blockbronze:3, 青铜块
chisel:blockbronze:4, 青铜块
chisel:blockbronze:5, 青铜块
chisel:blockbronze:6, 青铜块
chisel:brownstone:0, 褐砂石
chisel:brownstone:1, 褐砂石
chisel:brownstone:2, 褐砂石
chisel:brownstone:3, 褐砂石
chisel:brownstone:4, 褐砂石
chisel:brownstone:5, 褐砂石
chisel:brownstone:6, 褐砂石
chisel:brownstone:7, 褐砂石
chisel:brownstone:8, 褐砂石
chisel:brownstone:9, 褐砂石
chisel:certus:0, 赛特斯石英块
chisel:certus:1, 赛特斯石英块
chisel:certus:2, 赛特斯石英块
chisel:certus:3, 赛特斯石英块
chisel:certus:4, 赛特斯石英块
chisel:certus:5, 赛特斯石英块
chisel:certus:6, 赛特斯石英块
chisel:certus:7, 赛特斯石英块
chisel:certus:8, 赛特斯石英块
chisel:certus:9, 赛特斯石英块
chisel:certus:10, 赛特斯石英块
chisel:certus:11, 赛特斯石英块
chisel:certus:12, 赛特斯石英块
chisel:certus:13, 赛特斯石英块
chisel:certus:14, 赛特斯石英块
chisel:certus:15, 赛特斯石英块
chisel:certus1:0, 赛特斯石英块
chisel:certus1:1, 赛特斯石英块
chisel:certus1:2, 赛特斯石英块
chisel:certus1:3, 赛特斯石英块
chisel:certus1:4, 赛特斯石英块
chisel:certus1:5, 赛特斯石英块
chisel:certus1:6, 赛特斯石英块
chisel:certus1:7, 赛特斯石英块
chisel:certus1:8, 赛特斯石英块
chisel:certus1:9, 赛特斯石英块
chisel:certus1:10, 赛特斯石英块
chisel:certus1:11, 赛特斯石英块
chisel:certus1:12, 赛特斯石英块
chisel:certus1:13, 赛特斯石英块
chisel:certus1:14, 赛特斯石英块
chisel:certus1:15, 赛特斯石英块
chisel:certus2:0, 赛特斯石英块
chisel:certus2:1, 赛特斯石英块
chisel:carpet_black:0, 黑色地毯
chisel:carpet_black:1, 黑色地毯
chisel:carpet_red:0, 红色地毯
chisel:carpet_red:1, 红色地毯
chisel:carpet_green:0, 绿色地毯
chisel:carpet_green:1, 绿色地毯
chisel:carpet_brown:0, 棕色地毯
chisel:carpet_brown:1, 棕色地毯
chisel:carpet_blue:0, 蓝色地毯
chisel:carpet_blue:1, 蓝色地毯
chisel:carpet_purple:0, 紫色地毯
chisel:carpet_purple:1, 紫色地毯
chisel:carpet_cyan:0, 青色地毯
chisel:carpet_cyan:1, 青色地毯
chisel:carpet_lightgray:0, 淡灰色地毯
chisel:carpet_lightgray:1, 淡灰色地毯
chisel:carpet_gray:0, 灰色地毯
chisel:carpet_gray:1, 灰色地毯
chisel:carpet_pink:0, 粉红色地毯
chisel:carpet_pink:1, 粉红色地毯
chisel:carpet_lime:0, 黄绿色地毯
chisel:carpet_lime:1, 黄绿色地毯
chisel:carpet_yellow:0, 黄色地毯
chisel:carpet_yellow:1, 黄色地毯
chisel:carpet_lightblue:0, 淡蓝色地毯
chisel:carpet_lightblue:1, 淡蓝色地毯
chisel:carpet_magenta:0, 品红色地毯
chisel:carpet_magenta:1, 品红色地毯
chisel:carpet_orange:0, 橙色地毯
chisel:carpet_orange:1, 橙色地毯
chisel:carpet_white:0, 白色地毯
chisel:carpet_white:1, 白色地毯
chisel:block_charcoal:0, 木炭块
chisel:block_charcoal:1, 木炭块
chisel:block_charcoal:2, 木炭块
chisel:block_charcoal:3, 木炭块
chisel:block_charcoal:4, 木炭块
chisel:block_charcoal:5, 木炭块
chisel:block_charcoal:6, 木炭块
chisel:block_charcoal:7, 木炭块
chisel:block_charcoal:8, 木炭块
chisel:block_charcoal:9, 木炭块
chisel:block_charcoal:10, 木炭块
chisel:block_charcoal:11, 木炭块
chisel:block_charcoal:12, 木炭块
chisel:block_charcoal:13, 木炭块
chisel:block_charcoal:14, 木炭块
chisel:block_charcoal:15, 木炭块
chisel:block_charcoal1:0, 木炭块
chisel:block_charcoal1:1, 木炭块
chisel:block_charcoal1:2, 木炭块
chisel:block_charcoal1:3, 木炭块
chisel:block_charcoal1:4, 木炭块
chisel:block_charcoal1:5, 木炭块
chisel:block_charcoal1:6, 木炭块
chisel:block_charcoal1:7, 木炭块
chisel:block_charcoal1:8, 木炭块
chisel:block_charcoal1:9, 木炭块
chisel:block_charcoal1:10, 木炭块
chisel:block_charcoal1:11, 木炭块
chisel:block_charcoal1:12, 木炭块
chisel:block_charcoal1:13, 木炭块
chisel:block_charcoal1:14, 木炭块
chisel:block_charcoal1:15, 木炭块
chisel:block_charcoal2:0, 木炭块
chisel:block_charcoal2:1, 木炭块
chisel:cloud:0, 云朵
chisel:cloud:1, 云朵
chisel:cloud:2, 云朵
chisel:cloud:3, 云朵
chisel:cloud:4, 云朵
chisel:blockcobalt:0, 钴块
chisel:blockcobalt:1, 钴块
chisel:blockcobalt:2, 钴块
chisel:blockcobalt:3, 钴块
chisel:blockcobalt:4, 钴块
chisel:blockcobalt:5, 钴块
chisel:blockcobalt:6, 钴块
chisel:cobblestone:0, 圆石
chisel:cobblestone:1, 圆石
chisel:cobblestone:2, 圆石
chisel:cobblestone:3, 圆石
chisel:cobblestone:4, 圆石
chisel:cobblestone:5, 圆石
chisel:cobblestone:6, 圆石
chisel:cobblestone:7, 圆石
chisel:cobblestone:8, 圆石
chisel:cobblestone:9, 圆石
chisel:cobblestone:10, 圆石
chisel:cobblestone:11, 圆石
chisel:cobblestone:12, 圆石
chisel:cobblestone:13, 圆石
chisel:cobblestone:14, 圆石
chisel:cobblestone:15, 圆石
chisel:cobblestone1:0, 圆石
chisel:cobblestone1:1, 圆石
chisel:cobblestone1:2, 圆石
chisel:cobblestone1:3, 圆石
chisel:cobblestone1:4, 圆石
chisel:cobblestone1:5, 圆石
chisel:cobblestone1:6, 圆石
chisel:cobblestone1:7, 圆石
chisel:cobblestone1:8, 圆石
chisel:cobblestone1:9, 圆石
chisel:cobblestone2:0, 圆石
chisel:cobblestone2:1, 圆石
chisel:cobblestone2:2, 圆石
chisel:cobblestone2:3, 圆石
chisel:cobblestone2:4, 圆石
chisel:cobblestone2:5, 圆石
chisel:cobblestone2:6, 圆石
chisel:cobblestone2:7, 圆石
chisel:cobblestone2:8, 圆石
chisel:cobblestone2:9, 圆石
chisel:block_coal:0, 煤炭块
chisel:block_coal:1, 煤炭块
chisel:block_coal:2, 煤炭块
chisel:block_coal:3, 煤炭块
chisel:block_coal:4, 煤炭块
chisel:block_coal:5, 煤炭块
chisel:block_coal:6, 煤炭块
chisel:block_coal:7, 煤炭块
chisel:block_coal:8, 煤炭块
chisel:block_coal:9, 煤炭块
chisel:block_coal:10, 煤炭块
chisel:block_coal:11, 煤炭块
chisel:block_coal:12, 煤炭块
chisel:block_coal:13, 煤炭块
chisel:block_coal:14, 煤炭块
chisel:block_coal:15, 煤炭块
chisel:block_coal1:0, 煤炭块
chisel:block_coal1:1, 煤炭块
chisel:block_coal1:2, 煤炭块
chisel:block_coal1:3, 煤炭块
chisel:block_coal1:4, 煤炭块
chisel:block_coal1:5, 煤炭块
chisel:block_coal1:6, 煤炭块
chisel:block_coal1:7, 煤炭块
chisel:block_coal1:8, 煤炭块
chisel:block_coal1:9, 煤炭块
chisel:block_coal1:10, 煤炭块
chisel:block_coal1:11, 煤炭块
chisel:block_coal1:12, 煤炭块
chisel:block_coal1:13, 煤炭块
chisel:block_coal1:14, 煤炭块
chisel:block_coal1:15, 煤炭块
chisel:block_coal2:0, 煤炭块
chisel:block_coal2:1, 煤炭块
chisel:block_coal_coke:0, 焦煤块
chisel:block_coal_coke:1, 焦煤块
chisel:block_coal_coke:2, 焦煤块
chisel:block_coal_coke:3, 焦煤块
chisel:block_coal_coke:4, 焦煤块
chisel:block_coal_coke:5, 焦煤块
chisel:block_coal_coke:6, 焦煤块
chisel:block_coal_coke:7, 焦煤块
chisel:block_coal_coke:8, 焦煤块
chisel:block_coal_coke:9, 焦煤块
chisel:block_coal_coke:10, 焦煤块
chisel:block_coal_coke:11, 焦煤块
chisel:block_coal_coke:12, 焦煤块
chisel:block_coal_coke:13, 焦煤块
chisel:block_coal_coke:14, 焦煤块
chisel:block_coal_coke:15, 焦煤块
chisel:block_coal_coke1:0, 焦煤块
chisel:block_coal_coke1:1, 焦煤块
chisel:block_coal_coke1:2, 焦煤块
chisel:block_coal_coke1:3, 焦煤块
chisel:block_coal_coke1:4, 焦煤块
chisel:block_coal_coke1:5, 焦煤块
chisel:block_coal_coke1:6, 焦煤块
chisel:block_coal_coke1:7, 焦煤块
chisel:block_coal_coke1:8, 焦煤块
chisel:block_coal_coke1:9, 焦煤块
chisel:block_coal_coke1:10, 焦煤块
chisel:block_coal_coke1:11, 焦煤块
chisel:block_coal_coke1:12, 焦煤块
chisel:block_coal_coke1:13, 焦煤块
chisel:block_coal_coke1:14, 焦煤块
chisel:block_coal_coke1:15, 焦煤块
chisel:block_coal_coke2:0, 焦煤块
chisel:block_coal_coke2:1, 焦煤块
chisel:cobblestonemossy:0, 苔石
chisel:cobblestonemossy:1, 苔石
chisel:cobblestonemossy:2, 苔石
chisel:cobblestonemossy:3, 苔石
chisel:cobblestonemossy:4, 苔石
chisel:cobblestonemossy:5, 苔石
chisel:cobblestonemossy:6, 苔石
chisel:cobblestonemossy:7, 苔石
chisel:cobblestonemossy:8, 苔石
chisel:cobblestonemossy:9, 苔石
chisel:cobblestonemossy:10, 苔石
chisel:cobblestonemossy:11, 苔石
chisel:cobblestonemossy:12, 苔石
chisel:cobblestonemossy:13, 苔石
chisel:cobblestonemossy:14, 苔石
chisel:cobblestonemossy:15, 苔石
chisel:cobblestonemossy1:0, 苔石
chisel:cobblestonemossy1:1, 苔石
chisel:cobblestonemossy1:2, 苔石
chisel:cobblestonemossy1:3, 苔石
chisel:cobblestonemossy1:4, 苔石
chisel:cobblestonemossy1:5, 苔石
chisel:cobblestonemossy1:6, 苔石
chisel:cobblestonemossy1:7, 苔石
chisel:cobblestonemossy1:8, 苔石
chisel:cobblestonemossy1:9, 苔石
chisel:cobblestonemossy1:10, 苔石
chisel:cobblestonemossy1:11, 苔石
chisel:cobblestonemossy1:12, 苔石
chisel:cobblestonemossy1:13, 苔石
chisel:cobblestonemossy1:14, 苔石
chisel:cobblestonemossy1:15, 苔石
chisel:cobblestonemossy2:0, 苔石
chisel:concrete_black:0, 黑色混凝土
chisel:concrete_black:1, 黑色混凝土
chisel:concrete_black:2, 黑色混凝土
chisel:concrete_black:3, 黑色混凝土
chisel:concrete_black:4, 黑色混凝土
chisel:concrete_black:5, 黑色混凝土
chisel:concrete_black:6, 黑色混凝土
chisel:concrete_black:7, 黑色混凝土
chisel:concrete_black:8, 黑色混凝土
chisel:concrete_black:9, 黑色混凝土
chisel:concrete_black:10, 黑色混凝土
chisel:concrete_black:11, 黑色混凝土
chisel:concrete_black:12, 黑色混凝土
chisel:concrete_black:13, 黑色混凝土
chisel:concrete_black:14, 黑色混凝土
chisel:concrete_black:15, 黑色混凝土
chisel:concrete_black1:0, 黑色混凝土
chisel:concrete_black1:1, 黑色混凝土
chisel:concrete_black1:2, 黑色混凝土
chisel:concrete_black1:3, 黑色混凝土
chisel:concrete_black1:4, 黑色混凝土
chisel:concrete_black1:5, 黑色混凝土
chisel:concrete_black1:6, 黑色混凝土
chisel:concrete_black1:7, 黑色混凝土
chisel:concrete_black1:8, 黑色混凝土
chisel:concrete_black1:9, 黑色混凝土
chisel:concrete_black1:10, 黑色混凝土
chisel:concrete_black1:11, 黑色混凝土
chisel:concrete_black1:12, 黑色混凝土
chisel:concrete_black1:13, 黑色混凝土
chisel:concrete_black1:14, 黑色混凝土
chisel:concrete_black1:15, 黑色混凝土
chisel:concrete_black2:0, 黑色混凝土
chisel:concrete_red:0, 红色混凝土
chisel:concrete_red:1, 红色混凝土
chisel:concrete_red:2, 红色混凝土
chisel:concrete_red:3, 红色混凝土
chisel:concrete_red:4, 红色混凝土
chisel:concrete_red:5, 红色混凝土
chisel:concrete_red:6, 红色混凝土
chisel:concrete_red:7, 红色混凝土
chisel:concrete_red:8, 红色混凝土
chisel:concrete_red:9, 红色混凝土
chisel:concrete_red:10, 红色混凝土
chisel:concrete_red:11, 红色混凝土
chisel:concrete_red:12, 红色混凝土
chisel:concrete_red:13, 红色混凝土
chisel:concrete_red:14, 红色混凝土
chisel:concrete_red:15, 红色混凝土
chisel:concrete_red1:0, 红色混凝土
chisel:concrete_red1:1, 红色混凝土
chisel:concrete_red1:2, 红色混凝土
chisel:concrete_red1:3, 红色混凝土
chisel:concrete_red1:4, 红色混凝土
chisel:concrete_red1:5, 红色混凝土
chisel:concrete_red1:6, 红色混凝土
chisel:concrete_red1:7, 红色混凝土
chisel:concrete_red1:8, 红色混凝土
chisel:concrete_red1:9, 红色混凝土
chisel:concrete_red1:10, 红色混凝土
chisel:concrete_red1:11, 红色混凝土
chisel:concrete_red1:12, 红色混凝土
chisel:concrete_red1:13, 红色混凝土
chisel:concrete_red1:14, 红色混凝土
chisel:concrete_red1:15, 红色混凝土
chisel:concrete_red2:0, 红色混凝土
chisel:concrete_green:0, 绿色混凝土
chisel:concrete_green:1, 绿色混凝土
chisel:concrete_green:2, 绿色混凝土
chisel:concrete_green:3, 绿色混凝土
chisel:concrete_green:4, 绿色混凝土
chisel:concrete_green:5, 绿色混凝土
chisel:concrete_green:6, 绿色混凝土
chisel:concrete_green:7, 绿色混凝土
chisel:concrete_green:8, 绿色混凝土
chisel:concrete_green:9, 绿色混凝土
chisel:concrete_green:10, 绿色混凝土
chisel:concrete_green:11, 绿色混凝土
